student_id,gpa,attendance,course_load_per_term,study_hours_per_week,course_difficulty_experience,highest_degree,career_goal,delivery_mode,fail_rate,major_x,enrollment_status,student_difficulty_rating,prerequisite_level,completion_status,weekly_study_hours_required,average_grade,study_hours_logged
4210,2.1,82,4,16,Moderate,Diploma,Cybersecurity,In-person,0.36,Business,Full-time,6,Intermediate,Ongoing,16,73.11,7
4211,3.58,66,4,10,Easy,Diploma,UI/UX Design,In-person,0.12,Design,Part-time,2,None,Ongoing,9,76.63,21
4212,3.04,76,5,20,Hard,Diploma,AI & Robotics,Online,0.48,CS,Full-time,1,Basic,Dropped,8,94.06,24
4213,2.85,87,3,23,Easy,Master,Healthcare Informatics,Online,0.02,Design,Full-time,7,Basic,Dropped,5,64.87,6
4214,3.58,79,4,13,Hard,Master,AI & Robotics,Hybrid,0.09,Business,Full-time,5,Advanced,Dropped,14,76.12,17
4215,2.82,90,4,11,Easy,Diploma,Finance,In-person,0.06,Business,Full-time,1,None,Dropped,10,77.16,19
4216,2.96,91,3,12,Easy,Diploma,UI/UX Design,In-person,0.34,Finance,Full-time,7,Advanced,Completed,5,58.6,19
4217,2.36,97,4,8,Easy,Diploma,UI/UX Design,In-person,0.01,CS,Full-time,1,None,Completed,6,93.63,8
4218,2.64,62,3,13,Hard,Master,Finance,Hybrid,0.28,Business,Full-time,6,Basic,Dropped,10,67.59,18
4219,3.69,76,3,12,Easy,Bachelor,AI & Robotics,Online,0.39,Business,Part-time,9,Advanced,Completed,8,67.77,18
4220,2.37,79,6,9,Easy,Bachelor,Cybersecurity,Hybrid,0.06,CS,Full-time,1,Basic,Completed,18,90.95,12
4221,2.83,90,4,18,Moderate,Diploma,Software Engineering,Online,0.07,Design,Full-time,3,Intermediate,Dropped,8,83.85,8
4222,3.98,68,3,19,Hard,Bachelor,UI/UX Design,In-person,0.08,CS,Part-time,8,None,Ongoing,11,66.4,20
4223,2.47,82,5,24,Moderate,Diploma,Software Engineering,Hybrid,0.07,Business,Full-time,8,Basic,Ongoing,6,61.3,16
4224,3.83,91,5,16,Easy,Bachelor,AI & Robotics,Hybrid,0.37,CS,Full-time,9,Advanced,Ongoing,14,50.25,23
4225,3.84,83,3,13,Hard,Bachelor,UI/UX Design,Online,0.17,Design,Part-time,9,Advanced,Dropped,17,62.73,22
4226,2.18,68,4,21,Easy,Bachelor,UI/UX Design,Hybrid,0.26,Design,Full-time,4,Basic,Ongoing,11,56.5,17
4227,2.93,89,4,21,Easy,Master,Software Engineering,In-person,0.01,Finance,Full-time,3,Intermediate,Ongoing,10,60.88,14
4228,3.0,80,5,10,Hard,Bachelor,Finance,In-person,0.4,Business,Part-time,6,Advanced,Completed,13,93.13,16
4229,2.63,82,3,14,Easy,Diploma,AI & Robotics,Online,0.01,Business,Part-time,4,None,Dropped,16,59.36,7
4230,2.09,87,5,17,Easy,Bachelor,Finance,Online,0.48,Business,Full-time,5,None,Dropped,13,50.51,10
4231,2.48,65,6,17,Hard,Bachelor,AI & Robotics,Hybrid,0.49,Design,Part-time,2,Advanced,Completed,8,59.41,13
4232,2.19,79,6,9,Moderate,Diploma,Finance,Hybrid,0.02,Design,Part-time,1,Basic,Ongoing,9,77.96,24
4233,2.48,74,5,17,Moderate,Bachelor,Finance,Hybrid,0.04,Design,Part-time,6,Intermediate,Ongoing,6,89.99,5
4234,3.62,86,3,24,Hard,Master,Healthcare Informatics,In-person,0.27,Finance,Part-time,1,Intermediate,Dropped,10,67.85,20
4235,3.79,94,6,15,Easy,Bachelor,Finance,Online,0.17,CS,Part-time,2,Intermediate,Ongoing,15,87.85,16
4236,2.09,80,6,16,Moderate,Master,Cybersecurity,Online,0.32,Design,Full-time,3,None,Ongoing,12,78.14,22
4237,2.6,99,4,16,Hard,Bachelor,Software Engineering,Hybrid,0.33,Finance,Full-time,2,Basic,Ongoing,18,55.38,11
4238,3.96,71,4,17,Hard,Diploma,Software Engineering,In-person,0.01,Business,Part-time,8,Advanced,Dropped,6,75.57,23
4239,3.08,81,3,22,Moderate,Master,Software Engineering,In-person,0.11,Business,Part-time,5,Basic,Ongoing,18,76.41,21
4240,3.25,64,4,11,Hard,Master,AI & Robotics,In-person,0.34,Finance,Part-time,6,Intermediate,Completed,7,63.08,11
4241,2.01,60,3,17,Easy,Master,AI & Robotics,Hybrid,0.1,Finance,Full-time,1,Advanced,Dropped,12,75.55,14
4242,2.97,87,6,11,Moderate,Master,AI & Robotics,Online,0.02,CS,Full-time,7,Intermediate,Ongoing,6,91.66,9
4243,3.98,62,4,8,Hard,Master,UI/UX Design,Hybrid,0.27,Design,Full-time,7,Basic,Ongoing,6,59.14,11
4244,2.75,91,3,12,Hard,Bachelor,Cybersecurity,Hybrid,0.08,Business,Full-time,9,Intermediate,Completed,16,91.4,10
4245,2.19,97,4,14,Hard,Bachelor,UI/UX Design,Hybrid,0.45,Business,Full-time,2,Basic,Completed,13,94.75,20
4246,2.92,71,6,12,Moderate,Master,Software Engineering,Hybrid,0.41,CS,Part-time,3,Intermediate,Completed,12,61.59,12
4247,3.93,65,5,10,Hard,Diploma,Finance,Hybrid,0.38,Design,Part-time,7,Basic,Ongoing,6,58.6,7
4248,2.68,95,6,21,Easy,Bachelor,Cybersecurity,Online,0.42,Finance,Full-time,9,None,Dropped,14,50.11,11
4249,3.6,80,4,13,Moderate,Master,UI/UX Design,In-person,0.4,Design,Full-time,7,Advanced,Ongoing,10,75.06,12
4250,3.6,85,4,5,Moderate,Master,UI/UX Design,Hybrid,0.4,CS,Full-time,6,Intermediate,Ongoing,12,63.01,19
4251,2.42,62,6,21,Easy,Bachelor,UI/UX Design,Online,0.5,Business,Part-time,8,None,Dropped,13,93.75,7
4252,2.89,61,3,16,Easy,Diploma,UI/UX Design,Hybrid,0.38,Business,Full-time,6,Advanced,Dropped,14,74.86,8
4253,3.43,68,5,22,Moderate,Diploma,Software Engineering,Online,0.24,Design,Full-time,6,Advanced,Dropped,17,73.34,12
4254,2.82,97,6,11,Easy,Bachelor,UI/UX Design,Online,0.34,Design,Full-time,6,None,Ongoing,12,63.29,9
4255,2.38,76,5,20,Hard,Diploma,Healthcare Informatics,Online,0.07,Business,Part-time,2,Basic,Ongoing,10,56.69,9
4256,3.93,80,6,10,Moderate,Bachelor,AI & Robotics,Hybrid,0.02,Design,Full-time,7,Basic,Dropped,10,57.49,12
4257,3.3,80,6,12,Easy,Diploma,UI/UX Design,Online,0.14,Design,Part-time,6,None,Ongoing,6,89.63,17
4258,3.73,94,6,5,Moderate,Bachelor,Healthcare Informatics,In-person,0.24,CS,Part-time,5,Advanced,Dropped,17,81.38,20
4259,2.05,93,6,13,Moderate,Bachelor,Healthcare Informatics,Online,0.09,Business,Part-time,8,Advanced,Completed,17,50.24,17
4260,2.53,62,4,8,Easy,Bachelor,AI & Robotics,In-person,0.39,CS,Part-time,9,Intermediate,Dropped,10,84.28,9
4261,3.0,79,6,24,Moderate,Master,Finance,In-person,0.45,Business,Part-time,8,Intermediate,Dropped,6,85.97,24
4262,2.13,81,3,13,Easy,Diploma,Cybersecurity,Online,0.11,Design,Part-time,3,Intermediate,Dropped,7,82.5,13
4263,3.99,83,4,20,Hard,Bachelor,UI/UX Design,In-person,0.37,Business,Full-time,1,Advanced,Ongoing,10,56.81,23
4264,2.47,88,3,14,Moderate,Diploma,Finance,In-person,0.13,Design,Full-time,5,Basic,Completed,19,69.14,13
4265,2.75,71,5,16,Easy,Diploma,Cybersecurity,In-person,0.17,CS,Full-time,7,None,Dropped,16,76.77,23
4266,2.43,94,6,22,Moderate,Master,UI/UX Design,Hybrid,0.13,Finance,Part-time,6,None,Ongoing,10,91.15,23
4267,2.21,82,6,6,Hard,Master,Finance,Online,0.11,Finance,Part-time,1,Advanced,Completed,8,91.81,8
4268,2.46,73,4,13,Moderate,Bachelor,Healthcare Informatics,In-person,0.14,Finance,Full-time,5,Basic,Dropped,16,64.94,21
4269,2.6,90,3,15,Moderate,Bachelor,AI & Robotics,In-person,0.18,Design,Full-time,5,None,Dropped,13,51.66,22
4270,3.27,98,3,16,Easy,Master,UI/UX Design,Hybrid,0.09,Design,Full-time,5,None,Completed,16,93.21,6
4271,2.56,83,4,17,Hard,Master,Finance,Online,0.43,Design,Part-time,8,None,Completed,7,92.59,23
4272,2.72,99,6,23,Hard,Bachelor,Finance,Hybrid,0.03,CS,Full-time,2,Intermediate,Dropped,18,74.98,10
4273,2.01,93,5,15,Moderate,Master,Software Engineering,In-person,0.33,Finance,Part-time,7,None,Dropped,14,82.46,8
4274,2.73,98,3,7,Easy,Diploma,Healthcare Informatics,Online,0.23,Design,Full-time,8,Intermediate,Ongoing,8,61.69,16
4275,3.07,75,3,9,Easy,Diploma,UI/UX Design,Online,0.27,Finance,Full-time,4,Intermediate,Ongoing,12,69.63,16
4276,2.32,60,6,7,Moderate,Master,UI/UX Design,Online,0.45,Design,Part-time,1,Intermediate,Ongoing,13,59.64,11
4277,3.19,81,4,16,Easy,Diploma,Finance,Hybrid,0.09,Finance,Part-time,8,Advanced,Ongoing,9,61.11,16
4278,2.59,73,3,17,Moderate,Master,Healthcare Informatics,Online,0.13,CS,Full-time,6,Basic,Completed,14,64.69,5
4279,3.26,94,3,12,Hard,Diploma,Cybersecurity,In-person,0.2,CS,Part-time,5,Intermediate,Ongoing,8,62.68,21
4280,2.05,73,5,24,Moderate,Bachelor,UI/UX Design,In-person,0.12,Business,Part-time,6,Basic,Dropped,19,69.15,14
4281,3.78,62,5,23,Moderate,Diploma,UI/UX Design,Online,0.4,CS,Part-time,3,Intermediate,Dropped,17,93.67,20
4282,2.03,65,3,17,Easy,Master,UI/UX Design,Online,0.09,CS,Part-time,5,Basic,Dropped,7,68.52,8
4283,2.25,70,4,21,Moderate,Bachelor,Healthcare Informatics,Online,0.29,Design,Full-time,2,Advanced,Ongoing,10,55.17,15
4284,3.55,96,5,7,Hard,Master,Software Engineering,Hybrid,0.03,Business,Full-time,5,Advanced,Ongoing,9,55.14,24
4285,2.09,86,6,23,Easy,Bachelor,Healthcare Informatics,Hybrid,0.04,Business,Part-time,5,Intermediate,Completed,8,77.57,5
4286,3.42,88,6,24,Hard,Bachelor,Finance,Hybrid,0.01,CS,Part-time,8,Basic,Completed,8,79.26,17
4287,3.94,70,6,5,Hard,Master,AI & Robotics,Hybrid,0.3,Design,Full-time,1,None,Ongoing,14,55.46,9
4288,3.74,61,5,18,Hard,Bachelor,Finance,In-person,0.27,Business,Part-time,1,Advanced,Dropped,5,56.3,5
4289,3.42,71,5,13,Easy,Diploma,Healthcare Informatics,Hybrid,0.25,Finance,Part-time,7,Basic,Ongoing,9,81.95,6
4290,3.92,83,6,6,Hard,Diploma,AI & Robotics,Online,0.15,Design,Full-time,9,Intermediate,Ongoing,12,92.28,7
4291,2.86,83,5,22,Hard,Diploma,Software Engineering,Online,0.27,CS,Part-time,4,Basic,Dropped,14,70.53,21
4292,3.75,92,6,12,Moderate,Bachelor,Software Engineering,Hybrid,0.24,Business,Full-time,7,Basic,Ongoing,11,59.6,20
4293,2.71,77,6,23,Moderate,Diploma,UI/UX Design,In-person,0.33,CS,Part-time,3,Basic,Completed,11,77.14,16
4294,3.86,99,4,19,Moderate,Master,Finance,In-person,0.16,Business,Full-time,5,Intermediate,Ongoing,17,53.46,16
4295,2.3,80,3,9,Easy,Master,AI & Robotics,In-person,0.12,CS,Part-time,8,Basic,Ongoing,13,65.41,6
4296,3.88,81,4,16,Moderate,Master,Finance,Hybrid,0.36,Finance,Part-time,3,Advanced,Completed,10,59.8,8
4297,3.67,78,6,19,Easy,Master,Software Engineering,Hybrid,0.35,Business,Part-time,6,Intermediate,Ongoing,5,61.38,12
4298,3.69,61,5,20,Hard,Master,Cybersecurity,Hybrid,0.08,Finance,Full-time,8,Advanced,Ongoing,7,75.37,12
4299,2.25,76,3,9,Easy,Diploma,Finance,Hybrid,0.36,Design,Part-time,6,Basic,Completed,18,70.49,20
4300,3.19,99,5,16,Easy,Master,Healthcare Informatics,Online,0.33,Design,Full-time,2,None,Dropped,16,87.21,18
4301,2.03,63,3,15,Moderate,Master,Software Engineering,Online,0.45,Business,Full-time,7,Intermediate,Ongoing,6,71.89,10
4302,3.44,69,4,19,Moderate,Master,Software Engineering,In-person,0.35,Design,Part-time,6,Advanced,Completed,15,68.61,17
4303,2.02,73,3,12,Hard,Master,Cybersecurity,In-person,0.47,CS,Full-time,3,Basic,Completed,10,72.74,24
4304,2.17,73,6,15,Hard,Bachelor,Cybersecurity,Hybrid,0.38,Finance,Full-time,8,None,Dropped,18,79.88,24
4305,2.45,85,3,8,Moderate,Diploma,AI & Robotics,Hybrid,0.04,Business,Part-time,6,Basic,Completed,18,73.93,5
4306,3.75,70,3,12,Easy,Bachelor,UI/UX Design,In-person,0.41,CS,Full-time,4,None,Ongoing,18,51.4,5
4307,2.73,84,6,21,Easy,Diploma,Software Engineering,Hybrid,0.12,Business,Part-time,2,Intermediate,Dropped,11,72.12,20
4308,3.08,90,6,14,Easy,Diploma,AI & Robotics,Online,0.35,CS,Part-time,1,Intermediate,Ongoing,18,50.18,19
4309,3.14,90,6,12,Moderate,Bachelor,Cybersecurity,In-person,0.26,CS,Full-time,7,Basic,Dropped,19,83.67,12
4310,2.45,90,4,8,Easy,Bachelor,Finance,In-person,0.42,Design,Full-time,9,Advanced,Completed,18,62.51,12
4311,3.14,95,6,22,Easy,Bachelor,Finance,Online,0.05,Design,Full-time,1,Intermediate,Ongoing,10,53.99,21
4312,3.32,84,4,7,Moderate,Diploma,UI/UX Design,Hybrid,0.34,CS,Full-time,3,None,Ongoing,8,68.17,24
4313,2.6,90,4,16,Moderate,Master,AI & Robotics,In-person,0.17,CS,Full-time,8,Basic,Dropped,11,84.48,8
4314,2.84,82,4,7,Hard,Diploma,Finance,Hybrid,0.15,Design,Full-time,2,None,Dropped,8,51.52,6
4315,2.91,73,6,11,Hard,Master,Cybersecurity,Online,0.09,Business,Full-time,9,None,Dropped,15,61.47,23
4316,3.86,76,3,14,Moderate,Master,AI & Robotics,Hybrid,0.18,Finance,Part-time,7,None,Completed,10,78.03,20
4317,3.17,65,5,5,Hard,Master,Software Engineering,In-person,0.0,Business,Part-time,4,None,Completed,13,59.08,11
4318,3.9,64,4,7,Moderate,Diploma,Cybersecurity,Online,0.39,Finance,Part-time,3,Advanced,Completed,19,67.46,7
4319,3.11,78,4,22,Moderate,Master,AI & Robotics,Hybrid,0.24,CS,Part-time,7,Intermediate,Completed,16,78.9,24
4320,3.0,97,6,13,Easy,Diploma,Cybersecurity,Online,0.37,Finance,Full-time,4,Basic,Ongoing,8,71.59,12
4321,2.01,71,6,17,Hard,Bachelor,Cybersecurity,Online,0.15,Design,Full-time,4,None,Completed,9,77.53,24
4322,2.96,94,4,23,Easy,Diploma,Cybersecurity,In-person,0.35,Finance,Full-time,8,None,Completed,14,74.83,15
4323,3.85,74,4,18,Hard,Diploma,Healthcare Informatics,Hybrid,0.33,Design,Full-time,5,Intermediate,Dropped,15,85.03,17
4324,2.4,95,4,19,Easy,Master,AI & Robotics,Hybrid,0.4,CS,Part-time,2,None,Completed,5,79.64,8
4325,2.1,81,5,13,Hard,Bachelor,AI & Robotics,Online,0.14,Design,Full-time,2,None,Completed,12,88.92,17
4326,2.81,72,4,13,Moderate,Bachelor,Software Engineering,Hybrid,0.49,Business,Full-time,3,Intermediate,Ongoing,13,65.93,11
4327,2.74,73,4,7,Moderate,Master,Finance,Online,0.26,CS,Part-time,3,Intermediate,Dropped,14,72.13,16
4328,3.71,65,3,16,Moderate,Bachelor,UI/UX Design,Online,0.16,Finance,Full-time,5,Advanced,Completed,5,53.47,14
4329,2.05,70,5,21,Hard,Master,AI & Robotics,In-person,0.23,Finance,Part-time,6,None,Ongoing,12,54.42,23
4330,3.84,89,3,8,Moderate,Master,UI/UX Design,Online,0.45,CS,Full-time,1,Basic,Dropped,12,72.67,13
4331,3.36,62,6,16,Hard,Diploma,Software Engineering,In-person,0.3,Business,Full-time,4,None,Ongoing,13,69.81,14
4332,3.81,68,4,14,Hard,Master,Healthcare Informatics,Hybrid,0.32,Design,Part-time,7,Intermediate,Dropped,6,91.5,19
4333,3.22,74,6,5,Easy,Diploma,UI/UX Design,Hybrid,0.43,CS,Part-time,7,Intermediate,Dropped,15,65.5,8
4334,3.62,66,5,22,Moderate,Master,Cybersecurity,In-person,0.06,Business,Full-time,4,Advanced,Ongoing,19,68.98,22
4335,2.67,63,3,24,Hard,Master,Healthcare Informatics,Online,0.16,CS,Full-time,5,Intermediate,Dropped,5,63.89,6
4336,2.7,91,3,12,Moderate,Master,UI/UX Design,Online,0.38,Design,Part-time,1,Basic,Ongoing,14,88.41,11
4337,2.78,71,5,15,Moderate,Master,Software Engineering,In-person,0.37,Finance,Full-time,5,Intermediate,Completed,7,69.56,15
4338,3.51,84,4,8,Moderate,Master,Finance,Hybrid,0.49,Business,Part-time,4,Advanced,Ongoing,5,79.86,22
4339,2.74,91,6,24,Hard,Master,AI & Robotics,Hybrid,0.21,Business,Full-time,3,Advanced,Ongoing,11,50.49,18
4340,2.48,74,5,5,Moderate,Bachelor,AI & Robotics,Online,0.03,Business,Part-time,1,Basic,Dropped,12,94.35,5
4341,3.88,89,3,24,Easy,Master,UI/UX Design,In-person,0.33,Finance,Full-time,9,Advanced,Ongoing,5,83.08,20
4342,3.82,86,4,14,Moderate,Master,Finance,In-person,0.35,CS,Full-time,2,Advanced,Completed,9,63.6,21
4343,2.7,67,3,19,Moderate,Master,UI/UX Design,In-person,0.31,Finance,Full-time,5,None,Dropped,19,78.39,13
4344,3.27,86,4,6,Moderate,Diploma,UI/UX Design,Online,0.29,Finance,Full-time,8,Intermediate,Dropped,18,79.28,19
4345,2.55,74,6,6,Moderate,Master,Healthcare Informatics,Hybrid,0.14,Design,Part-time,9,Basic,Ongoing,8,56.85,5
4346,2.41,65,4,12,Moderate,Bachelor,Finance,Online,0.16,Business,Full-time,9,None,Completed,9,51.34,12
4347,2.67,92,6,10,Easy,Master,Cybersecurity,Hybrid,0.47,Finance,Part-time,8,Intermediate,Dropped,18,92.04,14
4348,2.65,80,6,19,Moderate,Master,UI/UX Design,In-person,0.33,CS,Full-time,1,Advanced,Dropped,13,87.61,23
4349,3.76,83,3,5,Easy,Diploma,Healthcare Informatics,In-person,0.21,Business,Full-time,6,Advanced,Ongoing,11,88.04,23
4350,3.64,82,5,7,Easy,Bachelor,Software Engineering,Hybrid,0.37,Business,Full-time,8,None,Ongoing,8,76.23,21
4351,3.42,99,5,11,Easy,Bachelor,Finance,In-person,0.24,CS,Full-time,6,None,Ongoing,6,84.22,17
4352,3.92,73,6,11,Hard,Diploma,Software Engineering,Online,0.26,Business,Part-time,5,None,Dropped,7,53.77,17
4353,2.85,98,5,17,Moderate,Bachelor,Finance,Online,0.46,CS,Part-time,4,None,Dropped,16,54.92,17
4354,2.49,83,5,6,Hard,Bachelor,Finance,In-person,0.43,Business,Full-time,3,None,Ongoing,8,92.87,24
4355,2.23,90,3,21,Hard,Master,Finance,Online,0.08,Business,Part-time,4,Intermediate,Ongoing,9,89.51,8
4356,2.6,62,4,7,Easy,Master,Software Engineering,Online,0.33,Finance,Part-time,4,Intermediate,Completed,19,84.35,14
4357,2.29,80,4,16,Moderate,Diploma,AI & Robotics,In-person,0.47,CS,Part-time,7,Advanced,Ongoing,13,82.95,11
4358,2.18,79,5,22,Easy,Diploma,Cybersecurity,Online,0.42,CS,Part-time,2,None,Dropped,7,59.7,11
4359,3.21,87,5,10,Easy,Bachelor,Healthcare Informatics,Online,0.19,Finance,Full-time,1,None,Ongoing,17,68.72,7
4360,2.73,96,3,9,Hard,Bachelor,Software Engineering,Online,0.25,Finance,Full-time,1,Advanced,Completed,15,73.42,9
4361,3.13,64,3,6,Hard,Bachelor,UI/UX Design,Hybrid,0.38,CS,Full-time,2,Advanced,Completed,15,80.73,8
4362,2.38,75,6,14,Hard,Bachelor,Healthcare Informatics,Online,0.46,Finance,Part-time,3,None,Ongoing,15,60.35,23
4363,3.35,86,4,21,Hard,Diploma,Software Engineering,Online,0.29,Finance,Full-time,9,Intermediate,Ongoing,8,61.75,21
4364,2.43,82,6,8,Easy,Bachelor,AI & Robotics,In-person,0.17,CS,Full-time,9,None,Dropped,10,63.35,7
4365,2.56,91,3,13,Easy,Bachelor,AI & Robotics,In-person,0.24,Finance,Full-time,9,Basic,Dropped,16,76.82,9
4366,3.48,89,3,13,Easy,Diploma,UI/UX Design,In-person,0.43,Finance,Part-time,5,Advanced,Completed,8,69.57,13
4367,3.12,65,3,16,Moderate,Master,Healthcare Informatics,In-person,0.28,Finance,Full-time,3,Intermediate,Ongoing,5,66.78,23
4368,2.67,66,6,23,Easy,Diploma,Finance,In-person,0.21,Business,Part-time,2,Intermediate,Ongoing,14,74.38,18
4369,3.09,74,6,13,Easy,Bachelor,Cybersecurity,In-person,0.22,Design,Full-time,2,Advanced,Ongoing,18,77.2,8
4370,3.39,77,3,16,Easy,Master,AI & Robotics,In-person,0.1,CS,Full-time,6,Advanced,Dropped,16,68.16,14
4371,3.82,74,4,10,Easy,Master,Cybersecurity,In-person,0.34,Finance,Full-time,9,Basic,Ongoing,9,88.38,18
4372,3.16,62,3,20,Hard,Diploma,AI & Robotics,Online,0.18,Finance,Part-time,7,Basic,Ongoing,19,84.43,20
4373,2.47,66,5,7,Hard,Diploma,Cybersecurity,Online,0.17,Finance,Part-time,5,Advanced,Ongoing,7,89.7,19
4374,3.49,93,6,23,Hard,Master,UI/UX Design,Online,0.4,Design,Full-time,1,Advanced,Ongoing,17,90.63,14
4375,3.56,90,3,13,Hard,Diploma,Cybersecurity,Online,0.29,Design,Full-time,7,Intermediate,Dropped,19,87.88,18
4376,2.4,60,3,23,Easy,Master,Finance,Hybrid,0.27,CS,Full-time,3,Intermediate,Completed,6,65.6,23
4377,3.64,65,6,8,Hard,Master,AI & Robotics,Online,0.1,CS,Part-time,2,Intermediate,Ongoing,16,51.24,17
4378,2.93,89,6,19,Easy,Bachelor,Healthcare Informatics,Hybrid,0.39,CS,Part-time,3,None,Ongoing,17,52.87,18
4379,3.56,62,6,13,Easy,Bachelor,Software Engineering,Hybrid,0.45,Business,Part-time,8,Intermediate,Ongoing,13,64.56,12
4380,2.47,73,3,23,Hard,Bachelor,Healthcare Informatics,Online,0.24,Design,Part-time,1,Advanced,Ongoing,14,51.71,9
4381,2.67,64,6,5,Easy,Diploma,Healthcare Informatics,In-person,0.48,CS,Part-time,2,Advanced,Dropped,13,73.06,23
4382,3.91,82,6,22,Hard,Diploma,Finance,Online,0.27,Design,Part-time,8,Advanced,Ongoing,15,53.78,15
4383,3.32,86,4,24,Easy,Bachelor,UI/UX Design,Hybrid,0.1,Design,Full-time,5,Basic,Dropped,15,63.61,23
4384,3.55,63,4,11,Hard,Master,Cybersecurity,Hybrid,0.02,Finance,Part-time,5,Basic,Ongoing,12,89.32,14
4385,3.38,64,4,5,Moderate,Bachelor,Healthcare Informatics,Hybrid,0.36,Business,Part-time,1,Intermediate,Dropped,9,61.38,24
4386,2.41,71,5,18,Easy,Master,Finance,Online,0.2,Business,Full-time,3,Basic,Ongoing,18,68.08,16
4387,2.94,74,6,24,Easy,Master,Software Engineering,Online,0.43,Business,Full-time,3,Advanced,Dropped,12,89.28,5
4388,3.62,92,6,6,Hard,Master,Healthcare Informatics,Hybrid,0.38,Finance,Full-time,2,None,Completed,14,83.12,14
4389,3.35,85,3,11,Hard,Diploma,Cybersecurity,Online,0.12,CS,Part-time,6,Basic,Ongoing,10,90.63,23
4390,2.01,66,5,11,Moderate,Master,Healthcare Informatics,Hybrid,0.15,CS,Part-time,7,Basic,Ongoing,11,89.4,20
4391,2.17,83,4,16,Hard,Master,Cybersecurity,Hybrid,0.04,CS,Part-time,1,Advanced,Ongoing,14,57.24,11
4392,2.69,79,6,10,Easy,Diploma,Healthcare Informatics,Online,0.36,Design,Part-time,7,Advanced,Ongoing,10,73.36,17
4393,3.89,84,5,9,Moderate,Master,UI/UX Design,Hybrid,0.41,Design,Full-time,4,None,Ongoing,15,93.77,18
4394,2.98,79,4,7,Moderate,Diploma,Software Engineering,In-person,0.24,Design,Full-time,7,Intermediate,Ongoing,8,54.55,5
4395,2.54,76,3,12,Moderate,Bachelor,UI/UX Design,Hybrid,0.31,CS,Part-time,7,None,Completed,13,60.83,24
4396,2.72,86,4,11,Moderate,Bachelor,AI & Robotics,Online,0.1,Design,Part-time,8,Basic,Ongoing,15,72.18,16
4397,2.42,95,5,6,Hard,Master,UI/UX Design,Online,0.48,CS,Full-time,4,Intermediate,Ongoing,8,50.07,8
4398,2.84,94,5,9,Easy,Diploma,UI/UX Design,In-person,0.16,CS,Part-time,9,None,Completed,18,65.81,18
4399,2.44,68,3,22,Easy,Master,Healthcare Informatics,Hybrid,0.37,Finance,Part-time,2,Basic,Completed,15,61.09,10
4400,3.69,88,6,23,Moderate,Master,AI & Robotics,In-person,0.28,CS,Part-time,1,None,Ongoing,15,67.64,16
4401,2.91,76,3,11,Easy,Master,Cybersecurity,In-person,0.29,Design,Full-time,1,Advanced,Ongoing,9,63.95,12
4402,2.56,66,6,14,Easy,Master,AI & Robotics,In-person,0.49,Finance,Part-time,2,None,Completed,9,93.25,15
4403,3.87,72,5,6,Hard,Master,UI/UX Design,In-person,0.48,Design,Full-time,1,Intermediate,Dropped,11,77.46,9
4404,2.63,77,3,5,Hard,Diploma,Finance,Online,0.13,CS,Part-time,7,Basic,Dropped,18,75.83,14
4405,3.82,99,4,19,Moderate,Master,Cybersecurity,Hybrid,0.32,Finance,Part-time,9,Advanced,Completed,9,64.96,8
4406,2.09,93,6,11,Moderate,Master,UI/UX Design,In-person,0.09,Design,Part-time,3,Basic,Dropped,5,84.7,12
4407,3.41,70,6,24,Moderate,Diploma,Healthcare Informatics,In-person,0.38,Business,Full-time,5,Advanced,Dropped,12,93.93,8
4408,2.97,73,3,20,Moderate,Diploma,Cybersecurity,Online,0.3,Design,Full-time,4,Intermediate,Dropped,18,76.32,10
4409,2.89,75,3,6,Moderate,Bachelor,Cybersecurity,Hybrid,0.46,Finance,Part-time,6,Intermediate,Ongoing,14,73.29,5
4410,2.07,78,3,22,Hard,Diploma,Finance,Hybrid,0.34,Finance,Part-time,3,Intermediate,Completed,16,66.13,8
4411,2.08,68,6,23,Easy,Diploma,Finance,Hybrid,0.24,Design,Part-time,3,None,Dropped,9,77.93,5
4412,2.67,88,5,24,Moderate,Bachelor,AI & Robotics,In-person,0.15,CS,Full-time,4,Advanced,Dropped,13,77.07,9
4413,3.89,68,5,8,Hard,Bachelor,Finance,Online,0.08,Finance,Full-time,9,Basic,Completed,13,71.51,19
4414,3.24,61,4,22,Moderate,Diploma,Cybersecurity,In-person,0.13,Business,Full-time,3,Basic,Ongoing,13,73.7,18
4415,2.74,99,4,6,Moderate,Bachelor,AI & Robotics,Hybrid,0.41,CS,Full-time,3,None,Ongoing,14,67.46,23
4416,3.22,66,5,13,Moderate,Bachelor,UI/UX Design,In-person,0.47,Finance,Part-time,5,Intermediate,Ongoing,15,77.2,14
4417,2.41,95,3,13,Moderate,Diploma,Finance,In-person,0.42,Business,Part-time,8,Advanced,Dropped,8,81.16,5
4418,2.33,80,3,9,Hard,Diploma,UI/UX Design,In-person,0.41,Design,Full-time,2,Basic,Completed,10,90.64,9
4419,2.72,82,6,12,Easy,Diploma,UI/UX Design,Online,0.16,Design,Full-time,8,Intermediate,Completed,9,68.0,13
4420,3.73,95,6,9,Moderate,Diploma,Cybersecurity,Hybrid,0.32,Finance,Full-time,6,Advanced,Completed,8,63.58,8
4421,3.02,90,4,13,Hard,Master,Healthcare Informatics,Hybrid,0.28,Business,Full-time,9,Advanced,Dropped,6,91.16,24
