student_id,enrollment_status,major,gpa,attendance,,final grade,course_load_per_term,study_hours_per_week,course_difficulty_experience,highest_degree,certifications,education_background,career_goal,preferred_industry,success,job_growth_outlook
1502,Full-time,Engineering,3.82,88,,A,4,20,Easy,Bachelor's Degree,Leadership Skills,STEM,Mechanical Engineer,Engineering,1,Stable
1503,Part-time,Computer Science,3.14,93,,A,4,10,Easy,Master's Degree,First Aid,Non-STEM,Software Developer,Computer Science,0,
1504,Full-time,Computer Science,2.64,89,,C+,3,14,Hard,Bachelor's Degree,"Python Basics, First Aid",STEM,Software Developer,Computer Science,0,
1505,Part-time,Engineering,3.43,87,,C+,3,18,Easy,Bachelor's Degree,Python Basics,Non-STEM,Mechanical Engineer,Engineering,0,
1506,Full-time,Business,2.74,70,,A,6,10,Moderate,High School,"Leadership Skills, First Aid",Non-STEM,Marketing Manager,Business,1,Stable
1507,Part-time,Healthcare,2.36,95,,A,6,10,Hard,High School,Leadership Skills,Non-STEM,Registered Nurse,Healthcare,1,Growing
1508,Part-time,Computer Science,2.32,97,,C+,4,15,Hard,High School,"Python Basics, Leadership Skills",Non-STEM,Software Developer,Computer Science,0,
1509,Part-time,Business,2.74,92,,A,3,9,Hard,Master's Degree,Leadership Skills,Non-STEM,Marketing Manager,Business,1,Stable
1510,Full-time,Computer Science,2.32,71,,B+,4,15,Easy,Bachelor's Degree,"AutoCAD, Leadership Skills",Non-STEM,Software Developer,Computer Science,0,
1511,Part-time,Business,3.59,75,,B+,5,14,Easy,Master's Degree,"Python Basics, First Aid",Non-STEM,Marketing Manager,Business,1,Stable
1512,Full-time,Engineering,3.52,86,,C+,3,18,Moderate,High School,"First Aid, Python Basics",STEM,Mechanical Engineer,Engineering,1,Stable
1513,Full-time,Healthcare,3.54,90,,B+,5,9,Easy,High School,"AutoCAD, Python Basics",Non-STEM,Registered Nurse,Healthcare,0,
1514,Part-time,Business,3.24,81,,B+,6,8,Easy,High School,"Python Basics, Excel for Business",Non-STEM,Marketing Manager,Business,1,Stable
1515,Full-time,Engineering,3.94,92,,B,4,13,Easy,High School,"AutoCAD, Excel for Business",STEM,Mechanical Engineer,Engineering,1,Stable
1516,Full-time,Engineering,2.41,85,,B,5,9,Easy,High School,First Aid,Non-STEM,Mechanical Engineer,Engineering,1,Stable
1517,Part-time,Engineering,2.06,75,,B+,3,16,Easy,Bachelor's Degree,AutoCAD,Non-STEM,Mechanical Engineer,Engineering,0,
1518,Part-time,Engineering,3.01,74,,B,4,6,Hard,High School,AutoCAD,STEM,Mechanical Engineer,Engineering,1,Stable
1519,Full-time,Business,2.67,78,,B+,6,15,Easy,Master's Degree,"Leadership Skills, Excel for Business",Non-STEM,Marketing Manager,Business,0,
1520,Part-time,Computer Science,2.36,82,,C+,4,12,Easy,High School,Python Basics,STEM,Software Developer,Computer Science,0,
1521,Part-time,Computer Science,2.84,70,,B,4,13,Hard,High School,"Excel for Business, Leadership Skills",Non-STEM,Software Developer,Computer Science,1,Growing
1522,Part-time,Healthcare,3.11,71,,B,3,6,Hard,Master's Degree,Python Basics,Non-STEM,Registered Nurse,Healthcare,0,
1523,Full-time,Business,2,98,,A,6,10,Moderate,Bachelor's Degree,AutoCAD,Non-STEM,Marketing Manager,Business,0,
1524,Full-time,Healthcare,3.06,78,,C+,5,16,Moderate,High School,"AutoCAD, First Aid",STEM,Registered Nurse,Healthcare,1,Growing
1525,Full-time,Healthcare,3.71,90,,B+,6,18,Easy,Master's Degree,AutoCAD,Non-STEM,Registered Nurse,Healthcare,0,
1526,Full-time,Healthcare,3.3,72,,A,4,12,Moderate,Bachelor's Degree,Python Basics,Non-STEM,Registered Nurse,Healthcare,0,
1527,Full-time,Engineering,3.92,99,,B+,5,10,Moderate,Master's Degree,"AutoCAD, Excel for Business",STEM,Mechanical Engineer,Engineering,1,Stable
1528,Full-time,Computer Science,2.23,83,,C+,3,19,Hard,Master's Degree,AutoCAD,Non-STEM,Software Developer,Computer Science,0,
1529,Full-time,Engineering,3.27,100,,A,4,6,Easy,High School,"Python Basics, Excel for Business",Non-STEM,Mechanical Engineer,Engineering,0,
1530,Part-time,Computer Science,3.31,90,,A,4,14,Easy,High School,"First Aid, AutoCAD",STEM,Software Developer,Computer Science,1,Growing
1531,Part-time,Engineering,2.91,79,,C+,4,14,Hard,Master's Degree,First Aid,Non-STEM,Mechanical Engineer,Engineering,0,
1532,Part-time,Healthcare,3.21,94,,B+,3,8,Moderate,Master's Degree,"First Aid, Excel for Business",STEM,Registered Nurse,Healthcare,0,
1533,Full-time,Healthcare,2.46,85,,C+,4,18,Hard,Bachelor's Degree,"Leadership Skills, Python Basics",STEM,Registered Nurse,Healthcare,0,
1534,Full-time,Business,2.45,90,,C+,4,14,Easy,Bachelor's Degree,Leadership Skills,Non-STEM,Marketing Manager,Business,0,
1535,Part-time,Business,3.68,92,,B,5,14,Easy,Master's Degree,"AutoCAD, Excel for Business",STEM,Marketing Manager,Business,0,
1536,Part-time,Healthcare,3.84,97,,B,6,7,Hard,High School,"AutoCAD, Python Basics",STEM,Registered Nurse,Healthcare,1,Growing
1537,Part-time,Engineering,2.02,95,,B+,4,11,Easy,High School,Leadership Skills,STEM,Mechanical Engineer,Engineering,0,
1538,Full-time,Healthcare,2.43,80,,B+,4,11,Hard,Bachelor's Degree,Excel for Business,STEM,Registered Nurse,Healthcare,0,
1539,Full-time,Computer Science,3.55,95,,B,4,16,Easy,Master's Degree,Leadership Skills,STEM,Software Developer,Computer Science,1,Growing
1540,Full-time,Business,3.81,76,,B,5,20,Easy,Master's Degree,Leadership Skills,STEM,Marketing Manager,Business,0,
1541,Part-time,Business,3.18,74,,B,5,7,Moderate,High School,AutoCAD,STEM,Marketing Manager,Business,0,
1542,Part-time,Business,3.65,91,,C+,5,13,Moderate,Master's Degree,AutoCAD,Non-STEM,Marketing Manager,Business,0,
1543,Part-time,Business,2.24,96,,B,4,13,Hard,Master's Degree,"Leadership Skills, Python Basics",Non-STEM,Marketing Manager,Business,0,
1544,Part-time,Engineering,3.11,86,,B+,6,6,Hard,High School,"Excel for Business, Leadership Skills",Non-STEM,Mechanical Engineer,Engineering,1,Stable
1545,Part-time,Engineering,2.84,97,,B,6,20,Hard,Master's Degree,"Python Basics, Leadership Skills",STEM,Mechanical Engineer,Engineering,0,
1546,Part-time,Business,2.4,99,,C+,3,11,Hard,High School,"First Aid, AutoCAD",Non-STEM,Marketing Manager,Business,0,
1547,Full-time,Healthcare,3.68,75,,B,3,14,Hard,High School,"Excel for Business, First Aid",STEM,Registered Nurse,Healthcare,0,
1548,Part-time,Engineering,2.15,79,,B+,3,18,Moderate,Master's Degree,First Aid,STEM,Mechanical Engineer,Engineering,1,Stable
1549,Part-time,Business,2.26,99,,A,6,7,Moderate,Master's Degree,Leadership Skills,Non-STEM,Marketing Manager,Business,0,
1550,Part-time,Computer Science,2.09,71,,C+,4,14,Moderate,Master's Degree,Excel for Business,Non-STEM,Software Developer,Computer Science,0,
1551,Full-time,Computer Science,2.35,77,,B,4,10,Hard,Bachelor's Degree,Python Basics,STEM,Software Developer,Computer Science,1,Growing
1552,Part-time,Computer Science,2.15,76,,B+,3,11,Easy,Master's Degree,"Leadership Skills, First Aid",STEM,Software Developer,Computer Science,0,
1553,Part-time,Business,3.68,100,,B,4,8,Moderate,Master's Degree,AutoCAD,Non-STEM,Marketing Manager,Business,0,
1554,Part-time,Engineering,3.37,90,,B+,6,9,Moderate,High School,"Leadership Skills, Python Basics",STEM,Mechanical Engineer,Engineering,1,Stable
1555,Full-time,Healthcare,2.32,98,,B,5,18,Moderate,Bachelor's Degree,First Aid,Non-STEM,Registered Nurse,Healthcare,0,
1556,Part-time,Business,3.42,98,,A,3,16,Moderate,Master's Degree,First Aid,Non-STEM,Marketing Manager,Business,1,Stable
1557,Full-time,Business,2.64,91,,C+,6,10,Moderate,Bachelor's Degree,"Excel for Business, First Aid",Non-STEM,Marketing Manager,Business,1,Stable
1558,Full-time,Healthcare,3.45,99,,B+,4,20,Moderate,Master's Degree,Leadership Skills,STEM,Registered Nurse,Healthcare,1,Growing
1559,Part-time,Healthcare,3.86,71,,C+,5,6,Easy,Master's Degree,First Aid,STEM,Registered Nurse,Healthcare,0,
1560,Part-time,Computer Science,3.08,76,,B+,4,12,Easy,High School,AutoCAD,STEM,Software Developer,Computer Science,0,
1561,Full-time,Computer Science,3.81,77,,C+,3,9,Hard,Master's Degree,First Aid,Non-STEM,Software Developer,Computer Science,1,Growing
1562,Part-time,Healthcare,3.65,83,,B,6,19,Hard,High School,First Aid,STEM,Registered Nurse,Healthcare,1,Growing
1563,Part-time,Business,3.47,75,,A,4,17,Hard,Bachelor's Degree,Leadership Skills,Non-STEM,Marketing Manager,Business,0,
1564,Part-time,Computer Science,3.12,85,,C+,4,15,Hard,Master's Degree,Python Basics,STEM,Software Developer,Computer Science,1,Growing
1565,Full-time,Engineering,3.28,86,,B+,6,18,Moderate,High School,AutoCAD,Non-STEM,Mechanical Engineer,Engineering,1,Stable
1566,Part-time,Healthcare,2.93,88,,B,5,17,Moderate,High School,Excel for Business,Non-STEM,Registered Nurse,Healthcare,1,Growing
1567,Part-time,Engineering,3.07,93,,B,6,11,Easy,Master's Degree,Excel for Business,STEM,Mechanical Engineer,Engineering,1,Stable
1568,Full-time,Healthcare,2.47,93,,B+,4,9,Easy,Master's Degree,Python Basics,Non-STEM,Registered Nurse,Healthcare,1,Growing
1569,Part-time,Business,3.95,80,,C+,4,7,Moderate,Master's Degree,First Aid,STEM,Marketing Manager,Business,0,
1570,Part-time,Engineering,2.54,93,,B+,6,10,Moderate,Master's Degree,"Leadership Skills, AutoCAD",STEM,Mechanical Engineer,Engineering,1,Stable
1571,Part-time,Healthcare,3.99,77,,B+,4,13,Hard,Bachelor's Degree,Leadership Skills,Non-STEM,Registered Nurse,Healthcare,0,
1572,Full-time,Healthcare,2.15,74,,A,5,20,Hard,Master's Degree,Leadership Skills,Non-STEM,Registered Nurse,Healthcare,0,
1573,Part-time,Healthcare,3.31,71,,B,6,17,Moderate,Bachelor's Degree,"Excel for Business, AutoCAD",STEM,Registered Nurse,Healthcare,0,
1574,Full-time,Business,2.17,75,,B+,4,11,Hard,High School,Leadership Skills,Non-STEM,Marketing Manager,Business,0,
1575,Part-time,Engineering,3.79,72,,A,3,17,Moderate,Master's Degree,"Leadership Skills, AutoCAD",Non-STEM,Mechanical Engineer,Engineering,0,
1576,Full-time,Engineering,3.05,80,,C+,3,10,Moderate,Master's Degree,Python Basics,Non-STEM,Mechanical Engineer,Engineering,0,
1577,Full-time,Computer Science,3.86,79,,A,4,19,Moderate,Master's Degree,"Leadership Skills, Python Basics",Non-STEM,Software Developer,Computer Science,1,Growing
1578,Part-time,Business,3.23,94,,B+,5,20,Hard,Bachelor's Degree,Excel for Business,STEM,Marketing Manager,Business,1,Stable
1579,Part-time,Computer Science,2.24,90,,A,5,15,Moderate,High School,Excel for Business,STEM,Software Developer,Computer Science,0,
1580,Full-time,Healthcare,3.29,90,,B+,4,15,Hard,Master's Degree,Python Basics,Non-STEM,Registered Nurse,Healthcare,1,Growing
1581,Part-time,Computer Science,2.62,72,,B+,4,15,Easy,High School,Python Basics,STEM,Software Developer,Computer Science,0,
1582,Full-time,Business,2.33,74,,B+,4,12,Moderate,Master's Degree,Excel for Business,STEM,Marketing Manager,Business,1,Stable
1583,Full-time,Healthcare,3.56,89,,C+,4,17,Moderate,Bachelor's Degree,First Aid,STEM,Registered Nurse,Healthcare,1,Growing
1584,Full-time,Healthcare,3.52,81,,B,6,16,Hard,Master's Degree,"Excel for Business, AutoCAD",STEM,Registered Nurse,Healthcare,0,
1585,Full-time,Computer Science,2.3,88,,C+,6,15,Hard,Bachelor's Degree,Leadership Skills,Non-STEM,Software Developer,Computer Science,0,
1586,Full-time,Engineering,3.78,74,,A,6,17,Easy,High School,AutoCAD,STEM,Mechanical Engineer,Engineering,0,
1587,Part-time,Computer Science,2.62,84,,B+,6,10,Easy,Bachelor's Degree,"Leadership Skills, Excel for Business",STEM,Software Developer,Computer Science,0,
1588,Full-time,Computer Science,3.6,71,,B,5,16,Easy,High School,Python Basics,STEM,Software Developer,Computer Science,1,Growing
1589,Full-time,Engineering,2.7,98,,C+,5,11,Easy,Master's Degree,"First Aid, Python Basics",Non-STEM,Mechanical Engineer,Engineering,0,
1590,Part-time,Business,3.06,86,,C+,6,19,Moderate,High School,"Python Basics, Excel for Business",Non-STEM,Marketing Manager,Business,1,Stable
1591,Full-time,Business,2.91,91,,C+,5,6,Hard,Bachelor's Degree,Python Basics,Non-STEM,Marketing Manager,Business,1,Stable
1592,Part-time,Computer Science,2.42,74,,B+,6,18,Easy,High School,AutoCAD,Non-STEM,Software Developer,Computer Science,1,Growing
1593,Full-time,Engineering,2.21,76,,C+,3,14,Easy,Bachelor's Degree,Python Basics,STEM,Mechanical Engineer,Engineering,0,
1594,Full-time,Computer Science,2.86,95,,C+,6,12,Hard,Master's Degree,AutoCAD,STEM,Software Developer,Computer Science,0,
1595,Full-time,Computer Science,3.78,72,,B+,4,16,Easy,High School,"Leadership Skills, AutoCAD",Non-STEM,Software Developer,Computer Science,1,Growing
1596,Full-time,Healthcare,2.3,86,,B+,3,9,Hard,Master's Degree,"Python Basics, AutoCAD",STEM,Registered Nurse,Healthcare,0,
1597,Full-time,Engineering,2.03,82,,B,3,8,Hard,Bachelor's Degree,Excel for Business,STEM,Mechanical Engineer,Engineering,0,
1598,Part-time,Business,3.79,90,,A,6,10,Hard,Master's Degree,First Aid,STEM,Marketing Manager,Business,1,Stable
1599,Full-time,Computer Science,3.17,98,,B,3,7,Hard,Bachelor's Degree,"Leadership Skills, AutoCAD",Non-STEM,Software Developer,Computer Science,0,
1600,Part-time,Engineering,3.88,71,,B,5,15,Easy,Master's Degree,"Excel for Business, First Aid",STEM,Mechanical Engineer,Engineering,1,Stable
1601,Part-time,Engineering,3.91,70,,B+,3,19,Moderate,Master's Degree,Leadership Skills,STEM,Mechanical Engineer,Engineering,0,
1602,Full-time,Business,2.33,86,,B+,3,17,Moderate,Master's Degree,Excel for Business,STEM,Marketing Manager,Business,0,
1603,Part-time,Healthcare,3.99,72,,A,6,19,Easy,Bachelor's Degree,Leadership Skills,STEM,Registered Nurse,Healthcare,1,Growing
1604,Full-time,Business,2.79,92,,A,3,12,Moderate,Bachelor's Degree,"Python Basics, First Aid",Non-STEM,Marketing Manager,Business,0,
1605,Part-time,Business,2.2,76,,B,6,19,Hard,Master's Degree,First Aid,STEM,Marketing Manager,Business,0,
1606,Part-time,Computer Science,3.63,92,,C+,5,8,Easy,Bachelor's Degree,"Excel for Business, Leadership Skills",Non-STEM,Software Developer,Computer Science,1,Growing
1607,Part-time,Healthcare,3.83,73,,A,5,10,Easy,High School,AutoCAD,Non-STEM,Registered Nurse,Healthcare,1,Growing
1608,Part-time,Healthcare,3.8,83,,A,3,8,Hard,High School,Leadership Skills,STEM,Registered Nurse,Healthcare,0,
1609,Part-time,Healthcare,3.55,72,,B+,6,9,Moderate,High School,"Excel for Business, First Aid",Non-STEM,Registered Nurse,Healthcare,1,Growing
1610,Part-time,Healthcare,2.33,75,,C+,5,14,Hard,High School,AutoCAD,Non-STEM,Registered Nurse,Healthcare,0,
1611,Part-time,Computer Science,3.11,70,,A,5,6,Easy,Master's Degree,"First Aid, Excel for Business",Non-STEM,Software Developer,Computer Science,0,
1612,Part-time,Business,3.58,95,,B,6,17,Moderate,Master's Degree,"Excel for Business, AutoCAD",Non-STEM,Marketing Manager,Business,0,
1613,Part-time,Computer Science,4,98,,A,3,12,Hard,Master's Degree,First Aid,Non-STEM,Software Developer,Computer Science,0,
1614,Part-time,Engineering,3.54,94,,A,5,16,Moderate,High School,"Leadership Skills, AutoCAD",STEM,Mechanical Engineer,Engineering,0,
1615,Part-time,Business,3.03,81,,C+,4,9,Hard,High School,First Aid,STEM,Marketing Manager,Business,1,Stable
1616,Part-time,Engineering,2.25,88,,C+,3,17,Easy,Master's Degree,Python Basics,STEM,Mechanical Engineer,Engineering,0,
1617,Part-time,Business,2.16,97,,B,4,9,Hard,Bachelor's Degree,Leadership Skills,STEM,Marketing Manager,Business,1,Stable
1618,Part-time,Healthcare,3.4,73,,A,6,13,Hard,Bachelor's Degree,"Excel for Business, Leadership Skills",Non-STEM,Registered Nurse,Healthcare,0,
1619,Part-time,Business,2.39,74,,B+,6,11,Hard,High School,"Leadership Skills, AutoCAD",Non-STEM,Marketing Manager,Business,1,Stable
1620,Part-time,Computer Science,2.58,70,,A,3,17,Hard,Bachelor's Degree,"AutoCAD, Leadership Skills",Non-STEM,Software Developer,Computer Science,0,
1621,Full-time,Engineering,3.76,95,,B+,5,15,Hard,Bachelor's Degree,"AutoCAD, Python Basics",Non-STEM,Mechanical Engineer,Engineering,0,
1622,Part-time,Computer Science,3.2,88,,B+,4,6,Hard,Bachelor's Degree,First Aid,Non-STEM,Software Developer,Computer Science,0,
1623,Part-time,Engineering,2.67,82,,B,5,17,Easy,Bachelor's Degree,"Excel for Business, AutoCAD",Non-STEM,Mechanical Engineer,Engineering,0,
1624,Part-time,Healthcare,3.59,73,,B,4,17,Easy,Bachelor's Degree,AutoCAD,Non-STEM,Registered Nurse,Healthcare,1,Growing
1625,Part-time,Business,2.79,77,,B+,6,15,Easy,High School,"Excel for Business, Leadership Skills",Non-STEM,Marketing Manager,Business,0,
1626,Full-time,Business,3.19,90,,B,5,19,Easy,Bachelor's Degree,"Excel for Business, Python Basics",Non-STEM,Marketing Manager,Business,1,Stable
1627,Full-time,Healthcare,2.82,79,,B,5,12,Easy,Bachelor's Degree,"AutoCAD, Leadership Skills",Non-STEM,Registered Nurse,Healthcare,1,Growing
1628,Full-time,Engineering,3.43,88,,A,5,20,Moderate,Master's Degree,First Aid,STEM,Mechanical Engineer,Engineering,0,
1629,Part-time,Engineering,2.52,80,,B,5,11,Easy,Master's Degree,"AutoCAD, Excel for Business",Non-STEM,Mechanical Engineer,Engineering,1,Stable
1630,Part-time,Engineering,3.28,75,,B+,6,20,Easy,Master's Degree,"First Aid, Leadership Skills",Non-STEM,Mechanical Engineer,Engineering,0,
1631,Part-time,Computer Science,2.46,73,,C+,3,16,Easy,Bachelor's Degree,First Aid,STEM,Software Developer,Computer Science,0,
1632,Full-time,Computer Science,3.79,99,,C+,6,12,Easy,Bachelor's Degree,Excel for Business,Non-STEM,Software Developer,Computer Science,1,Growing
1633,Full-time,Engineering,3.29,100,,C+,4,13,Moderate,Master's Degree,Python Basics,STEM,Mechanical Engineer,Engineering,1,Stable
1634,Full-time,Computer Science,2.22,78,,C+,6,19,Hard,Master's Degree,"Excel for Business, AutoCAD",STEM,Software Developer,Computer Science,0,
1635,Full-time,Healthcare,2.32,99,,B,4,12,Hard,Master's Degree,"Python Basics, First Aid",Non-STEM,Registered Nurse,Healthcare,0,
1636,Full-time,Engineering,2.66,94,,C+,5,13,Hard,Master's Degree,"Excel for Business, First Aid",STEM,Mechanical Engineer,Engineering,0,
1637,Part-time,Computer Science,2.74,71,,A,4,14,Moderate,Bachelor's Degree,AutoCAD,Non-STEM,Software Developer,Computer Science,0,
1638,Full-time,Engineering,3.6,73,,C+,3,19,Easy,Master's Degree,"First Aid, Leadership Skills",Non-STEM,Mechanical Engineer,Engineering,0,
1639,Part-time,Engineering,2.78,77,,B,3,8,Hard,Bachelor's Degree,Leadership Skills,Non-STEM,Mechanical Engineer,Engineering,0,
1640,Full-time,Business,2.09,85,,B+,5,11,Moderate,Master's Degree,"First Aid, Python Basics",Non-STEM,Marketing Manager,Business,1,Stable
1641,Full-time,Engineering,2.59,76,,A,3,13,Moderate,High School,"First Aid, Excel for Business",Non-STEM,Mechanical Engineer,Engineering,0,
1642,Full-time,Business,3.18,71,,C+,5,18,Moderate,Master's Degree,First Aid,STEM,Marketing Manager,Business,0,
1643,Full-time,Engineering,3.23,92,,B,5,14,Moderate,High School,Leadership Skills,STEM,Mechanical Engineer,Engineering,1,Stable
1644,Full-time,Computer Science,3.84,95,,C+,6,13,Easy,Master's Degree,AutoCAD,Non-STEM,Software Developer,Computer Science,1,Growing
1645,Full-time,Engineering,3.71,81,,C+,5,11,Hard,Master's Degree,"Python Basics, Excel for Business",Non-STEM,Mechanical Engineer,Engineering,0,
1646,Part-time,Engineering,2.04,71,,B,4,15,Hard,Master's Degree,Excel for Business,STEM,Mechanical Engineer,Engineering,1,Stable
1647,Full-time,Healthcare,3.73,94,,A,5,13,Easy,Master's Degree,First Aid,Non-STEM,Registered Nurse,Healthcare,1,Growing
1648,Part-time,Healthcare,2.13,86,,B,5,16,Easy,Master's Degree,"Python Basics, Excel for Business",Non-STEM,Registered Nurse,Healthcare,1,Growing
1649,Part-time,Engineering,2.55,97,,B+,5,19,Hard,Master's Degree,Leadership Skills,Non-STEM,Mechanical Engineer,Engineering,0,
1650,Part-time,Business,2.91,86,,B+,4,15,Easy,Master's Degree,"AutoCAD, Python Basics",Non-STEM,Marketing Manager,Business,0,
1651,Full-time,Engineering,3.52,90,,A,3,19,Easy,Master's Degree,Python Basics,Non-STEM,Mechanical Engineer,Engineering,1,Stable
1652,Full-time,Business,3.22,71,,B,6,12,Easy,High School,Excel for Business,STEM,Marketing Manager,Business,0,
1653,Part-time,Healthcare,3.27,95,,B,3,9,Moderate,Bachelor's Degree,"Excel for Business, Leadership Skills",Non-STEM,Registered Nurse,Healthcare,1,Growing
1654,Part-time,Engineering,3.38,96,,A,5,20,Easy,Bachelor's Degree,First Aid,STEM,Mechanical Engineer,Engineering,0,
1655,Full-time,Engineering,3.47,71,,B,4,18,Easy,Master's Degree,Excel for Business,STEM,Mechanical Engineer,Engineering,1,Stable
1656,Part-time,Engineering,3.42,76,,B+,5,11,Hard,High School,Leadership Skills,STEM,Mechanical Engineer,Engineering,0,
1657,Full-time,Business,3.15,91,,B,5,9,Easy,Master's Degree,Excel for Business,Non-STEM,Marketing Manager,Business,0,
1658,Part-time,Business,2.66,77,,C+,4,13,Hard,High School,First Aid,Non-STEM,Marketing Manager,Business,1,Stable
1659,Full-time,Computer Science,3.75,93,,A,5,16,Hard,Bachelor's Degree,"Leadership Skills, AutoCAD",STEM,Software Developer,Computer Science,1,Growing
1660,Part-time,Healthcare,2.05,79,,C+,3,17,Hard,Master's Degree,Python Basics,STEM,Registered Nurse,Healthcare,1,Growing
1661,Full-time,Healthcare,3.37,70,,A,5,13,Easy,High School,Leadership Skills,STEM,Registered Nurse,Healthcare,1,Growing
1662,Part-time,Healthcare,2.54,95,,B,4,7,Hard,High School,Leadership Skills,STEM,Registered Nurse,Healthcare,1,Growing
1663,Part-time,Business,2.56,81,,C+,6,11,Moderate,Master's Degree,Excel for Business,Non-STEM,Marketing Manager,Business,1,Stable
1664,Full-time,Engineering,3.86,95,,B+,4,18,Easy,High School,First Aid,Non-STEM,Mechanical Engineer,Engineering,0,
1665,Full-time,Computer Science,2.3,78,,A,5,19,Moderate,High School,Python Basics,Non-STEM,Software Developer,Computer Science,0,
1666,Full-time,Healthcare,3.8,99,,C+,3,17,Hard,Bachelor's Degree,"AutoCAD, Leadership Skills",Non-STEM,Registered Nurse,Healthcare,0,
1667,Part-time,Healthcare,2.48,92,,A,4,19,Easy,Master's Degree,"Leadership Skills, Python Basics",Non-STEM,Registered Nurse,Healthcare,0,
1668,Full-time,Computer Science,3.6,70,,A,3,17,Easy,Master's Degree,"Python Basics, AutoCAD",Non-STEM,Software Developer,Computer Science,0,
1669,Full-time,Engineering,3.46,92,,C+,3,19,Easy,High School,First Aid,STEM,Mechanical Engineer,Engineering,0,
1670,Full-time,Computer Science,2.02,94,,C+,5,15,Moderate,Bachelor's Degree,"First Aid, Python Basics",Non-STEM,Software Developer,Computer Science,0,
1671,Full-time,Engineering,3.21,79,,C+,6,8,Hard,Master's Degree,"First Aid, Leadership Skills",STEM,Mechanical Engineer,Engineering,0,
1672,Full-time,Engineering,3.35,86,,A,5,12,Hard,High School,"Excel for Business, AutoCAD",Non-STEM,Mechanical Engineer,Engineering,1,Stable
1673,Full-time,Computer Science,3.89,83,,B+,3,20,Moderate,Master's Degree,Excel for Business,STEM,Software Developer,Computer Science,0,
1674,Part-time,Healthcare,2.32,90,,A,3,14,Easy,Master's Degree,"Excel for Business, First Aid",STEM,Registered Nurse,Healthcare,1,Growing
1675,Full-time,Engineering,2.25,91,,B,4,14,Hard,Bachelor's Degree,"AutoCAD, First Aid",STEM,Mechanical Engineer,Engineering,1,Stable
1676,Full-time,Computer Science,2.89,77,,C+,3,13,Moderate,High School,First Aid,STEM,Software Developer,Computer Science,0,
1677,Full-time,Business,2.95,99,,B,6,14,Hard,Master's Degree,First Aid,Non-STEM,Marketing Manager,Business,0,
1678,Part-time,Business,2.26,89,,B,3,13,Moderate,High School,First Aid,Non-STEM,Marketing Manager,Business,1,Stable
1679,Full-time,Healthcare,3.09,75,,C+,6,20,Easy,Master's Degree,Leadership Skills,Non-STEM,Registered Nurse,Healthcare,0,
1680,Full-time,Healthcare,2.35,94,,A,3,11,Easy,High School,Python Basics,STEM,Registered Nurse,Healthcare,0,
1681,Part-time,Business,2.49,90,,A,3,16,Moderate,Bachelor's Degree,"Leadership Skills, First Aid",STEM,Marketing Manager,Business,1,Stable
1682,Full-time,Engineering,2.74,96,,B+,4,6,Moderate,Bachelor's Degree,Excel for Business,Non-STEM,Mechanical Engineer,Engineering,1,Stable
1683,Part-time,Computer Science,3.9,92,,B,4,12,Hard,High School,"Excel for Business, Python Basics",Non-STEM,Software Developer,Computer Science,1,Growing
1684,Full-time,Healthcare,2.39,77,,B,5,19,Easy,Bachelor's Degree,Excel for Business,STEM,Registered Nurse,Healthcare,0,
1685,Full-time,Engineering,2.01,83,,A,4,15,Moderate,Master's Degree,Excel for Business,STEM,Mechanical Engineer,Engineering,1,Stable
1686,Full-time,Business,2.01,83,,B,5,16,Hard,High School,"Excel for Business, First Aid",Non-STEM,Marketing Manager,Business,0,
1687,Full-time,Business,2.32,99,,C+,4,13,Hard,Master's Degree,First Aid,Non-STEM,Marketing Manager,Business,0,
1688,Part-time,Computer Science,2.46,87,,B+,4,8,Easy,Master's Degree,"First Aid, Leadership Skills",Non-STEM,Software Developer,Computer Science,0,
1689,Full-time,Engineering,3.9,99,,B+,5,6,Easy,Master's Degree,"First Aid, AutoCAD",Non-STEM,Mechanical Engineer,Engineering,0,
1690,Full-time,Business,3.25,74,,B+,6,18,Moderate,Master's Degree,"Python Basics, First Aid",Non-STEM,Marketing Manager,Business,0,
1691,Full-time,Engineering,3.62,73,,B,6,20,Easy,Master's Degree,"Python Basics, Excel for Business",Non-STEM,Mechanical Engineer,Engineering,0,
1692,Full-time,Healthcare,2.16,76,,C+,6,17,Moderate,Bachelor's Degree,"Leadership Skills, Excel for Business",Non-STEM,Registered Nurse,Healthcare,1,Growing
1693,Full-time,Computer Science,2.34,92,,B,4,10,Easy,Bachelor's Degree,"Python Basics, AutoCAD",Non-STEM,Software Developer,Computer Science,1,Growing
1694,Part-time,Business,3.86,84,,B,3,7,Easy,Master's Degree,Excel for Business,Non-STEM,Marketing Manager,Business,0,
1695,Part-time,Engineering,3.31,83,,A,6,6,Easy,Bachelor's Degree,"AutoCAD, Leadership Skills",STEM,Mechanical Engineer,Engineering,1,Stable
1696,Part-time,Business,3.41,96,,A,4,20,Moderate,High School,"Leadership Skills, AutoCAD",Non-STEM,Marketing Manager,Business,1,Stable
1697,Part-time,Healthcare,3.94,76,,B+,6,10,Moderate,Master's Degree,Leadership Skills,Non-STEM,Registered Nurse,Healthcare,0,
1698,Part-time,Healthcare,3.22,93,,B,4,18,Moderate,Bachelor's Degree,"AutoCAD, Excel for Business",STEM,Registered Nurse,Healthcare,0,
